frequency,mass_ratio,clearance,location,freq_ratio,damping_ratio,amplitude
48.10890415965768,0.09531785910894204,0.9051933359925455,0.5792621663083701,0.9621780831931537,0.010039000500870185,13.00956128456051
37.032926425886984,0.08728673384861885,0.7612265129175296,0.639439917787825,0.7406585285177397,0.010589313415705274,2.208688041602988
35.72045730035308,0.09714143595538946,1.0156869048804638,0.3667865108730519,0.7144091460070616,0.010001251334905207,2.032071871247522
45.64847850358382,0.05485186100506259,0.5751395205063273,0.4101760271089231,0.9129695700716763,0.04176332392147302,5.435465658371483
56.414851315283286,0.018251916761943973,0.4213591133887399,0.45149901381153046,1.1282970263056658,0.04014434896852549,3.5269196508319847
41.98858237554259,0.0538522716492931,0.7516560257482466,0.2755477269959988,0.8397716475108519,0.011336484930275819,3.377621955061237
56.26406981655035,0.021199791750292695,0.17155675228380746,0.7718870454893333,1.1252813963310069,0.017044864902296765,3.6950421532240405
58.94815592792549,0.046814486905262125,0.2342420583292567,0.5223473005611986,1.1789631185585099,0.08036270519062687,2.299781928720228
36.203598239032644,0.0913854381974843,0.3846579797600186,0.6143872563946902,0.7240719647806528,0.010458401210556582,2.1054015454270396
54.13485977701479,0.02256117327492507,1.1665430905410143,0.676323052848613,1.0826971955402958,0.010717921052124527,5.641314611928951
67.88246295474661,0.09000859829062664,0.7576899766921935,0.7570308292627143,1.3576492590949323,0.010114120184803376,1.183942768207117
48.60370513913187,0.030778158018520112,1.011611260067122,0.4462143296814741,0.9720741027826374,0.01480578241104068,16.04404280847541
44.83270783905833,0.0565561279000336,0.2550166474722389,0.6912083394147219,0.8966541567811666,0.046157675441760915,4.668041472044003
35.19327409932608,0.08246883570320925,0.8775430782323788,0.650953942422543,0.7038654819865217,0.010677544024457197,1.99311074420683
61.9944621340081,0.012034241914738585,0.49431230139869986,0.31372798273882135,1.239889242680162,0.011703154262453585,1.8645173861354218
46.58143086984272,0.011038043277172244,0.44208055388722833,0.4288508271147109,0.9316286173968544,0.02056341382447066,7.342943557370094
60.53621624183224,0.06556795977874524,1.075934016833959,0.5097182088390722,1.2107243248366448,0.011145077250993863,2.150755051816626
61.62747670159141,0.05832133376910214,0.948063897950017,0.5215875780004149,1.2325495340318282,0.019608132997912246,1.9054543652416702
53.295649028369795,0.04561639674406221,0.1279610394185047,0.3093402848463175,1.065912980567396,0.011961341741967354,7.224548172437198
46.00245933767143,0.053314215660646765,1.0983231213187021,0.38711072603188124,0.9200491867534286,0.01064934551505349,6.442498456005052
49.36340230624704,0.07677735816158963,0.3516779820407847,0.29233895040583613,0.9872680461249408,0.010234293156181675,30.63241153511561
67.53941783199005,0.08177143605861961,0.7967441321614657,0.7293033246032448,1.350788356639801,0.010701204518658526,1.2058408210052922
63.128522691469,0.022724155594173404,1.0818148983389755,0.5466382330536079,1.26257045382938,0.012796732720885138,1.668978792704017
42.97773068896796,0.045575239919494345,0.9998162425147423,0.7234018207909889,0.8595546137793592,0.01636051925240473,3.7944980532085215
35.243324568591675,0.053520993744868746,0.5591521034636568,0.37215929575890166,0.7048664913718334,0.02950195512041604,1.9738839682695912
68.00183963693817,0.035704278541971744,0.6706696839177027,0.6366604273923478,1.3600367927387635,0.13329649033182356,1.0737723363950333
47.72703608327529,0.09731929785849126,1.1586920244363224,0.3884802627039503,0.9545407216655057,0.010000303192303916,10.792397421296446
44.969417303211365,0.008504259998680616,0.7705207673778864,0.5264734627758738,0.8993883460642274,0.018556836221472077,5.1534341648515065
36.80175629374963,0.031471414102478085,1.099092474563319,0.38175903986683485,0.7360351258749925,0.010744147603270164,2.180148413978386
69.49776589387102,0.02799525079359254,0.8393491021464663,0.6688907884307946,1.3899553178774204,0.04232108500706282,1.0520997204588172
43.317314039733986,0.07418055311812667,0.5045614459911785,0.5977682068264687,0.8663462807946797,0.02420726951821609,3.9766148102241847
38.16014195190429,0.08435373708097761,0.45285807146890933,0.35258518071991984,0.7632028390380858,0.010263655331958289,2.445828779430931
36.427129954416735,0.06113482960288297,0.8453207980265105,0.2591233059103209,0.7285425990883347,0.010278169291187416,2.097055522943332
57.58104766433075,0.021564810755474187,0.8600315119127124,0.4627044404652956,1.1516209532866148,0.022712779881740593,3.0287228411029905
67.78554960578572,0.01806448969386936,0.47517298615528436,0.312410436682324,1.3557109921157144,0.013209595618409474,1.2019962423797357
63.602777007042555,0.05774407710194892,0.682615636191607,0.3830187599952484,1.272055540140851,0.022810645986769906,1.5908861191688515
38.25859687320647,0.09023549700556605,1.0904598628796633,0.5982058015002973,0.7651719374641295,0.010019065858013777,2.3810064776855264
60.40844876045838,0.09022547469549483,1.075795066691629,0.6789315502216932,1.2081689752091676,0.010016311673135294,2.1437674225532555
